URL	TYPE	TIMEFRAME
https://www.wga.hu/html/d/donat/lanton_j.html	genre	1801-1850
https://www.wga.hu/html/d/donat/n_arckep.html	portrait	1801-1850
https://www.wga.hu/html/d/donatell/1_early/antipope/0john_23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/antipope/1john_23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/antipope/2john_23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/antipope/2john_24.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/antipope/3john_23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/antipope/4john_23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/1david_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/1david_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david11.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david5.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/david/2david6.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/1prophe0.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/1prophe1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/1prophe2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/3john.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/3john_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/3john_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/3john_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/4beard_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/4beard_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/4beard_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/5scrol_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/5scrol_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/5scrol_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/6isaac.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/6isaac_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/6isaac_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/7jerem.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/7jerem_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/7jerem_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/8habak.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/8habak_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/duomo/8habak_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/0orsanmi.html	other	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_5.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/1georg_6.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2louis_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2louis_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2louis_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2mark_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2mark_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/2mark_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/orsanmic/3peter.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/1font.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/1font_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/1font_11.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/1font_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/1font_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/siena/tomb_pec.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/1cruc_sc.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/2marzoc.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/2marzocc.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/3assump.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/3assumpi.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/3assumpt.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/3virgin.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/4rossor1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/4rossor2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/4rossor3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/5annunci.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/6clouds.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/7deliver.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/8arezzo.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/1_early/various/pazzi.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantor.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori0.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/cantoria/cantori5.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/0cruci_p.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/1altar1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/1altar2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/1altar3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/1altar4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar01.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar02.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar03.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar04.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar05.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar06.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar07.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar08.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar09.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar10.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar11.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar12.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar13.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar14.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar15.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar16.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar17.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar18.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar19.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar20.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/2altar21.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_0.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_1.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_2.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_3.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_4.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/padova/3gatta_5.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/prato/pulpit_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/prato/pulpit_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/prato/pulpit_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri01.html	interior	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri011.html	interior	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri012.html	interior	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri02.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri021.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri022.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri023.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri03.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri031.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri032.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri07.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri08.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri09.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri10.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri11.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri12.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri13.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri14.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri15.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri16.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/sacristy/1sacri17.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/1uzzano.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/1uzzano1.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_5.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_6.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_7.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/2annun_8.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/3atys.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/3atys_1.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/3atys_f.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/3atys_m.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/3atys_r.html	mythological	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/angels.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/angels1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/ciborium.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/crivelli.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/herod.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/madonna.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/window.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/2_mature/various/zmartell.html	other	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith5.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith6.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith7.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith8.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/judith/1judith9.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit1_.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit11.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit12.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit13.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit14.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit15.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit2_.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit20.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit21.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit22.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit23.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit24.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit25.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit26.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit27.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit28.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/lorenzo/pulpit29.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/2john.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/2john_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/2john_1d.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/2john_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/3magda_1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/3magda_2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/3magda_3.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/3magda_4.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/chellin.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/chellin1.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/chellin2.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/dead.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/scrucifi.html	religious	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/y_medal.html	portrait	1401-1450
https://www.wga.hu/html/d/donatell/3_late/various/y_relief.html	religious	1401-1450
https://www.wga.hu/html/d/donato/coronati.html	religious	1351-1400
https://www.wga.hu/html/d/donck/eggdeale.html	genre	1601-1650
https://www.wga.hu/html/d/donckt/portrait.html	portrait	1801-1850
https://www.wga.hu/html/d/donner/angel.html	religious	1701-1750
https://www.wga.hu/html/d/donner/apostle.html	religious	1701-1750
https://www.wga.hu/html/d/donner/danube.html	mythological	1701-1750
https://www.wga.hu/html/d/donner/danube1.html	religious	1701-1750
https://www.wga.hu/html/d/donner/danube2.html	mythological	1701-1750
https://www.wga.hu/html/d/donner/danube3.html	mythological	1701-1750
https://www.wga.hu/html/d/donner/pieta.html	religious	1701-1750
https://www.wga.hu/html/d/donner/s_martin.html	religious	1701-1750
https://www.wga.hu/html/d/donner/venus.html	mythological	1701-1750
https://www.wga.hu/html/d/doomer/cabinet.html	other	1601-1650
https://www.wga.hu/html/d/doomer/cupboar1.html	other	1601-1650
https://www.wga.hu/html/d/doomer/cupboar2.html	other	1601-1650
https://www.wga.hu/html/d/d_orbay/college.html	other	1651-1700
https://www.wga.hu/html/d/dore/bible.html	religious	1851-1900
https://www.wga.hu/html/d/dore/dante.html	other	1851-1900
https://www.wga.hu/html/d/dore/illustra.html	other	1851-1900
https://www.wga.hu/html/d/dore/painting.html	landscape	1851-1900
https://www.wga.hu/html/d/dorffmei/istvan/balf.html	religious	1751-1800
https://www.wga.hu/html/d/dorffmei/istvan/iii_bela.html	historical	1751-1800
https://www.wga.hu/html/d/dorffmei/istvan/niczky.html	portrait	1751-1800
https://www.wga.hu/html/d/dorffmei/istvan/s_marton.html	religious	1751-1800
https://www.wga.hu/html/d/dorffmei/istvan/sgotthar.html	historical	1751-1800
https://www.wga.hu/html/d/dorffmei/istvan/sopron.html	religious	1751-1800
https://www.wga.hu/html/d/dorffmei/jozsef/phidias.html	mythological	1751-1800
https://www.wga.hu/html/d/dorigny1/depositi.html	religious	1501-1550
https://www.wga.hu/html/d/dorigny/louis/1/zenobi01.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi02.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi03.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi04.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi05.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi06.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi07.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi08.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/1/zenobi09.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett01.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett02.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett03.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett04.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett05.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett06.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett07.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett08.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett09.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett10.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/2/orsett11.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr01.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr02.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr03.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr04.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr05.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr06.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr07.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr08.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr09.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr10.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr11.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr12.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr13.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/3/allegr14.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta1.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta2.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta3.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta4.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta5.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/1repeta6.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/2almeri1.html	interior	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/galatea.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/louis/4/syrinx.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/michel/adormagi.html	religious	1651-1700
https://www.wga.hu/html/d/dorigny/michel/hercules.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/michel/pansyrin.html	mythological	1651-1700
https://www.wga.hu/html/d/dorigny/michel/seguier.html	other	1651-1700
https://www.wga.hu/html/d/dorigny/nicolas/maratti.html	mythological	1701-1750
https://www.wga.hu/html/d/dorigny/nicolas/raphael1.html	religious	1701-1750
https://www.wga.hu/html/d/dorigny/nicolas/raphael2.html	religious	1701-1750
https://www.wga.hu/html/d/d_orsi/proximus.html	genre	1851-1900
https://www.wga.hu/html/d/d_orsi/proximux.html	mythological	1851-1900
https://www.wga.hu/html/d/dosio/belveder.html	landscape	1551-1600
https://www.wga.hu/html/d/dossi/battista/allegor.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/battista/annuncia.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/battista/flight_e.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/battista/holyfami.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/battista/nativity.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/aeneas.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/apollo.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/appearin.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/bacchus.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/circe.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/circe_me.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/circe_mx.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/conversa.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/cosmas_d.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/diana.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/embrace.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/holyfami.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/johnbart.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/jupiter.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/jupiter1.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/madonna.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/music.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/nymsatyr.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/pesaro.html	interior	1501-1550
https://www.wga.hu/html/d/dossi/dosso/pesaro1.html	historical	1501-1550
https://www.wga.hu/html/d/dossi/dosso/sebastia.html	religious	1501-1550
https://www.wga.hu/html/d/dossi/dosso/sibyl.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/tussle.html	mythological	1501-1550
https://www.wga.hu/html/d/dossi/dosso/warrior.html	portrait	1501-1550
https://www.wga.hu/html/d/dossi/dosso/witchcra.html	mythological	1501-1550
https://www.wga.hu/html/d/dotti/portico.html	other	1701-1750
https://www.wga.hu/html/d/dotti/san_luca.html	other	1701-1750
https://www.wga.hu/html/d/dou/1/carrot.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/exttooth.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/fisherwi.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/grocery.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/officer.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/officer_.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/oil_lamp.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/old_read.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/old_reax.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/old_woma.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/p_oldwom.html	portrait	1651-1700
https://www.wga.hu/html/d/dou/1/p_schola.html	portrait	1651-1700
https://www.wga.hu/html/d/dou/1/painstud.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/portcoup.html	portrait	1651-1700
https://www.wga.hu/html/d/dou/1/prayer.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/reading.html	genre	1651-1700
https://www.wga.hu/html/d/dou/1/woman.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/astrono.html	portrait	1651-1700
https://www.wga.hu/html/d/dou/2/astronom.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/drops_wo.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/drops_wp.html	still-life	1651-1700
https://www.wga.hu/html/d/dou/2/moneylen.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/nocturn1.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/nocturn2.html	genre	1651-1700
https://www.wga.hu/html/d/dou/2/nocturn3.html	genre	1651-1700
